PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
IpaBP,8/4k3/4P3/1p2K1p1/2p5/2P5/6PP/8 w - - 1 41,e5f5 b5b4 c3b4 c4c3,1278,78,97,15093,crushing endgame pawnEndgame short,https://lichess.org/Ix7REGFh#80,,1464021
pLAWD,rn2kb1r/ppp1pppp/3q1n2/3P1b2/2B5/2N2P2/PPP3PP/R1BQK1NR w KQkq - 1 8,c3b5 d6b4 c1d2 b4c4,1357,76,94,15388,advantage fork opening short,https://lichess.org/KGGhsVUq#14,Scandinavian_Defense Scandinavian_Defense_Gubinsky-Melts_Defense,1446472
bxMu7,R5k1/2q2ppp/2n1bn2/1p2p3/8/4P3/1P2BPPP/3RB1K1 b - - 0 23,c6b8 e1a5 c7c8 d1d8 c8d8 a5d8,1601,74,95,20604,crushing fork long master middlegame,https://lichess.org/cYtEWXBJ/black#45,,1957380
LoYnS,6k1/pppr1r2/2q3pQ/5p2/8/2B4P/PP3PP1/4R1K1 b - - 0 35,f7h7 e1e8 g8f7 h6f8,1263,75,96,17416,endgame mate mateIn2 short,https://lichess.org/CuebuWQl/black#69,,1671936
fKhdQ,1r3rk1/p4ppp/q3p3/3pP2P/P1p3Q1/1P2R3/2P3P1/R6K b - - 0 22,h7h6 e3g3 g7g5 h5g6,1494,75,96,27972,advantage enPassant endgame quietMove short,https://lichess.org/IN2kIueR/black#43,,2685312
1vaOg,8/R4R2/2p2k1p/p7/P5P1/3q2nP/6K1/8 b - - 6 58,f6e5 a7e7 e5d4 e7d7,1408,75,96,14605,crushing endgame short,https://lichess.org/O3TvXk7H/black#115,,1402080
IsoUm,8/3p2pp/2k5/r2pPp2/5P2/3P2P1/pK5P/R7 w - - 2 43,a1a2 a5a2 b2a2 c6c5 a2b2 c5d4 b2c2 d4e3,1599,75,95,20286,crushing endgame master rookEndgame superGM veryLong,https://lichess.org/84QKkMGK#84,,1927170
EIGgF,8/5k2/3Kp3/3p1pp1/1N3n1P/1P3R2/2P5/4r3 b - - 0 43,f7f6 h4g5 f6g5 f3f4,1718,73,94,13388,advantage endgame short,https://lichess.org/g89iR7fu/black#85,,1258472
XsvLi,8/8/p1pQ3p/5ppk/P1P2r2/7K/1P5P/RN4r1 w - - 2 33,d6f4 g5g4 f4g4 f5g4,1391,74,96,21091,endgame mate mateIn2 short,https://lichess.org/M9Ra8gyy#64,,2024736
9A6fb,8/3q4/Q7/1Pk5/K7/8/8/8 w - - 1 60,a4a5 d7d2 a5a4 d2a2,1478,74,96,19132,endgame mate mateIn2 queenEndgame short,https://lichess.org/dZi4CJxA#118,,1836672
sbunh,4Qbk1/pppn1p1p/2q3p1/8/3P2b1/1PP2N1n/P2N1P1K/R1B5 w - - 1 21,f3e5 d7e5 e8c6 e5c6,1504,76,94,22568,advantage middlegame short,https://lichess.org/PCH5otFm#40,,2121392
MIDKY,5r2/4Qp1k/p5pp/8/4p3/1P4P1/P4RK1/3q4 b - - 3 39,d1d8 f2f7 f8f7 e7d8,1661,74,96,15406,crushing deflection endgame short,https://lichess.org/SQ0kce2N/black#77,,1478976
5GblI,q5k1/p6p/3p2p1/2pb1p1n/P2N1P2/R5K1/1P4PP/2B1Q3 w - - 1 25,g3h3 d5g2 h3h4 a8d8 e1e7 d8e7,1531,75,95,16900,exposedKing long mate mateIn3 middlegame,https://lichess.org/hpmwHBwS#48,,1605500
EeKIl,3r2k1/1BR2pp1/4b2p/8/8/6P1/1r3P1P/5RK1 w - - 2 25,g1g2 b2b7 c7b7 e6d5 g2g1 d5b7,1536,73,96,23773,advantage attraction endgame fork long sacrifice,https://lichess.org/2Fggoogg#48,,2282208
bm2Oc,r2q1rk1/p3bpp1/2p2n1p/4p3/2B1P1b1/2N2Q2/PPP3PP/R1B1R1K1 w - - 2 13,f3g3 d8d4 g1h1 d4c4,1672,78,97,21378,advantage fork middlegame short,https://lichess.org/1Gj2CAR8#24,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,2073666
ca0Xh,r4rk1/1pq1ppbp/2n1b1p1/p1P5/1nP5/NQ3N2/PP1BBPPP/R2R2K1 w - - 0 14,d2c3 a5a4 b3b4 c6b4,1541,73,95,17958,advantage master middlegame short trappedPiece,https://lichess.org/WLz3x7Fk#26,Scandinavian_Defense Scandinavian_Defense_Richter_Variation,1706010
D587f,3r2rk/pp2qppp/2p5/3BP1R1/7Q/2PP4/P1PK3P/6R1 b - - 0 26,c6d5 h4h7 h8h7 g5h5,1286,73,95,24782,attraction endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/aNPHX7Xf/black#51,,2354290
EGWzF,r1b2r2/ppq2k2/2n1ppR1/3p3Q/3P4/2P5/PP3PPP/RN4K1 b - - 2 19,f7e7 g6g7 e7d6 g7c7,1383,76,95,15409,crushing middlegame short skewer,https://lichess.org/VtVa1Rq2/black#37,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,1463855
hihvP,4r3/5k2/3R4/4BPb1/1P2K3/5P1p/3P4/8 w - - 1 49,e4d5 e8e5 d5e5 h3h2,1528,73,95,20746,advancedPawn advantage endgame master sacrifice short,https://lichess.org/wKz3h5LR#96,,1970870
ZIzQY,r1bq2k1/p2Q1R2/1p2p1p1/3pN2p/3P2N1/8/PP5P/1K6 b - - 0 26,c8d7 g4h6 g8h8 e5g6,1639,78,94,13216,endgame mate mateIn2 short,https://lichess.org/dpsv3wlq/black#51,,1242304
grJyU,1k1r1b1r/Npp2ppp/n3pn2/7q/3P4/5P1P/PPP1BP2/R1BQK2R w KQ - 1 12,e2a6 h5a5 c2c3 a5a6,1637,75,96,14406,advantage fork opening short,https://lichess.org/qq9tQ9qh#22,Scandinavian_Defense Scandinavian_Defense_Main_Line,1382976
xaVmc,r6r/ppkn2pp/1n2Qq2/3Pp3/8/3B3P/PPP2P2/2KR2R1 b - - 5 19,h8g8 d5d6 c7b8 e6g8,1535,76,96,23897,crushing interference middlegame short,https://lichess.org/zJ3qZxlI/black#37,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,2294112
h1x6n,3r1k1r/pQNn1ppp/8/2b1Pq2/2B2P2/8/PP5P/R1B2K1R w - - 1 19,b7f3 d7e5 c7e6 f7e6,1262,75,95,17215,crushing middlegame short,https://lichess.org/4nGlQ4Ob#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,1635425
aa2VV,4r3/p4Q1p/2bp4/6p1/2P3k1/7P/q5P1/5R1K b - - 0 36,g4g3 f1f3 c6f3 f7f3 g3h4 f3g4,1689,75,97,17464,endgame long mate mateIn3 sacrifice,https://lichess.org/emq0EKDy/black#71,,1694008
SwObK,r1b1k2r/pp2qNpp/2p2n2/4pP2/7n/1Q2B3/P3B1PP/3R1RK1 b kq - 0 19,e7f7 d1d8 e8d8 b3f7,1583,76,97,20484,crushing deflection middlegame short,https://lichess.org/KwK7ewum/black#37,Italian_Game Italian_Game_Evans_Gambit,1986948
9dty7,8/2r5/3pkpR1/p7/1P1RPP2/PKP1r3/8/8 w - - 2 37,d4c4 a5a4 b3a4 c7c4,1509,76,95,17548,crushing deflection endgame rookEndgame short,https://lichess.org/JCDvfTik#72,,1667060
t8rjx,rnb1k1nr/ppp1bppp/8/3q4/3P1p2/5N2/PPP3PP/RNBQKB1R w KQkq - 1 6,c1f4 d5e4 f1e2 e4f4,1584,76,93,18609,advantage fork opening short,https://lichess.org/wjzu9sLb#10,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense,1730637
AOskU,r2q2r1/pp3kp1/1n2pp1p/3pN3/2pP1BP1/b1P1PQ1P/2P2PK1/1R2R3 b - - 5 19,f6e5 f4g5 f7g6 g5d8,1720,73,95,16886,advantage discoveredAttack middlegame short,https://lichess.org/RJtj5qdT/black#37,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,1604170
mtXqa,r1b2rk1/pp4pp/1n6/3N1p2/3PB3/4P3/PPQN3q/R2K1R2 b - - 0 17,f5e4 d5e7 g8h8 f1f8,1250,75,94,17786,backRankMate deflection mate mateIn2 middlegame short,https://lichess.org/9tMMI3Db/black#33,Semi-Slav_Defense Semi-Slav_Defense_Other_variations,1671884
kSSum,r7/p3p1kp/1p3rp1/3QNq2/8/2P5/PP4P1/R2K3R w - - 1 27,h1e1 f6d6 d5d6 e7d6,1570,73,95,22642,advantage middlegame pin short,https://lichess.org/K8Fb4LNC#52,,2150990
Thvjy,4R3/7k/3pQ1pp/p7/1p1q1P2/7P/6P1/3r1BK1 w - - 3 36,g1h2 d4f4 g2g3 f4f2 f1g2 f2g1,1339,74,97,12972,endgame fork long mate mateIn3,https://lichess.org/LrJaftpi#70,,1258284
uTcvG,2r2b1k/3R1p1p/p4p2/4rN1Q/2p1q3/6PK/P4P1P/3R4 w - - 2 29,d7f7 e4f5 h5f5 e5f5,1325,78,95,23034,crushing master masterVsMaster middlegame short,https://lichess.org/mDTqbRIE#56,,2188230
RwJRh,r2qr1k1/p2N1p2/2p4p/3p2p1/5nP1/3B1P2/PPP3P1/R2QR1K1 b - - 0 21,f4d3 e1e8 d8e8 d7f6,1378,73,96,22058,crushing kingsideAttack middlegame short,https://lichess.org/DvVlifzB/black#41,,2117568
CVPW7,r2r1nk1/5ppp/p2p1b2/1p2p3/4P1B1/1N4Q1/PP2RPPP/1q1R2K1 b - - 3 20,b1a2 d1a1 a2a1 b3a1,1493,76,94,21108,advantage middlegame short trappedPiece,https://lichess.org/j05NrDn6/black#39,,1984152
weVzQ,6r1/7p/3P4/2Pk1p2/3Np1r1/1P5n/P6P/4RR1K w - - 3 34,d4f5 g4g1 f1g1 h3f2,1598,74,96,13280,endgame master masterVsMaster mate mateIn2 sacrifice short,https://lichess.org/bWsTV5c3#66,,1274880
t2Zw8,r2qr1k1/p2n1pp1/1p1ppP1p/2p5/2PP3B/P1PB1b2/2Q2PPP/R3K2R b KQ - 0 14,f3b7 d3h7 g8h8 f6g7 h8g7 h4d8,1198,73,94,13462,advancedPawn crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/kog9hLCf/black#27,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation,1265428
2mkl7,4k3/1R3p2/2P1p3/7r/3PK3/8/8/8 w - - 3 54,b7f7 e8f7 c6c7 h5h8,1352,76,95,19677,crushing defensiveMove endgame hangingPiece rookEndgame short,https://lichess.org/K8vnNocX#106,,1869315
jc79Y,5rk1/6pn/p1Q4p/1p2R3/8/5N2/1q3PPP/6K1 w - - 2 26,c6a6 f8f3 e5e8 f3f8,1834,73,94,13306,advantage endgame short,https://lichess.org/0QivMRoO#50,,1250764
6fcL4,1r4rk/p1p2p1p/1p3PpQ/8/2p2R2/2P5/P1Pq3P/6K1 b - - 5 31,d2c3 h6h7 h8h7 f4h4,1260,73,95,21643,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/s1nP75xF/black#61,,2056085
2kX6l,3q1Nk1/pb3pp1/1p6/3r4/8/3B1n2/P2Q1PPP/3R1RK1 w - - 1 20,g2f3 d5g5 d2g5 d8g5 g1h1 b7f3,1513,77,95,15281,long master mate mateIn3 middlegame,https://lichess.org/b1hED4G2#38,,1451695
Ue4Lp,2r1r1k1/ppqn2b1/2p2pQ1/3P2N1/8/1PB3P1/P4PK1/7R b - - 0 26,e8e7 h1h8 g8h8 g6h7,1820,75,95,14537,attraction kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/95YKok59/black#51,,1381015
O3VaW,3r2k1/p2q1p2/1p3Q1p/3p2p1/5n2/P4P2/1PP2BPP/4R2K b - - 1 27,d7d6 e1e8 d8e8 f6d6,1415,76,95,19022,crushing deflection endgame short,https://lichess.org/n0pac6hl/black#53,,1807090
zedMq,6k1/ppqP2p1/6p1/8/6Pp/P2QP2P/1r1n1RBK/8 w - - 1 39,f2f4 d2f3 h2h1 c7c1 d3f1 c1f1 g2f1 b2h2,1985,77,95,13871,arabianMate endgame mate mateIn4 pin veryLong,https://lichess.org/xWyZzp1A#76,,1317745
wggdx,8/8/8/3K4/8/p2k4/P7/8 w - - 3 62,d5c5 d3c3 c5b5 c3b2 b5b4 b2a2 b4c3 a2b1,1194,77,96,12807,crushing endgame master pawnEndgame veryLong,https://lichess.org/j7XRgF90#122,,1229472
Cu7jP,2r1r2k/pppp1ppp/8/8/2q5/P7/1P1QNPPP/R3K2R w KQ - 2 16,b2b4 e8e2 d2e2 c4c3 e1f1 c3a1,1260,74,96,21548,crushing fork long middlegame sacrifice,https://lichess.org/oSwjffdE#30,English_Opening English_Opening_Kings_English_Variation,2068608
46F0C,r1bq1rk1/2p1bppp/p1N1p3/8/4n3/1Bp5/PPP2PPP/R1BQ1RK1 b - - 0 12,d8d1 c6e7 g8h8 f1d1,1416,72,96,24841,advantage hangingPiece intermezzo opening short,https://lichess.org/2TNdYpuz/black#23,French_Defense French_Defense_Mediterranean_Defense,2384736
Hw4nP,r1bR4/p5k1/1p2p1p1/3pN3/3p4/8/PPPKNrP1/3R4 w - - 0 21,d1h1 f2e2 d2e2 c8a6 e2d1 a8d8,1498,75,95,19612,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/ovvPq3v4#40,,1863140
Jmx78,8/1pp3pk/1p1p2rp/1P2p3/P3P2r/2P2PqP/4QRP1/5R1K w - - 3 36,e2d2 h4h3 g2h3 g3h3 f2h2 h3f1,1334,77,95,20899,deflection endgame kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/QG1V39ST#70,,1985405
frty0,2r1k2r/5pp1/p3p3/1p4Q1/4p3/1P5P/KPq2P2/3R3R b k - 1 24,c2c5 d1d8 c8d8 g5c5,1610,78,96,21919,advantage deflection endgame short,https://lichess.org/T2o6p4wN/black#47,,2104224
bD9d4,8/3k4/P7/2p1Bp2/5Pr1/7K/8/8 b - - 0 46,c5c4 a6a7 g4g8 e5b8,1248,76,96,17506,advancedPawn crushing defensiveMove endgame short,https://lichess.org/wBpIo23x/black#91,,1680576
tG86b,r3qb1r/kp1np1p1/p1p1pn1p/2PpN3/3P1BPP/1Q6/PP3P2/RN2K2R b KQ - 2 16,d7e5 b3b6 a7b8 f4e5 b8c8 b6c7,1250,76,95,19675,intermezzo long mate mateIn3 middlegame,https://lichess.org/22odrpLg/black#31,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,1869125
RTkGA,r1bq2k1/pp4pp/2p1p2r/3p4/2PPnPp1/2N1P3/PP2QPBP/R5RK w - - 0 16,g2e4 h6h2 h1h2 d8h4 h2g2 h4h3,1838,77,96,14040,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/MQoRcDOi#30,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1347840
DcGZD,3q1nk1/p4r1p/1p2RbpP/2p5/3p1PQ1/1P6/PBPP4/1K5R w - - 1 33,e6c6 d8d5 h1g1 d5c6,1629,75,96,15470,advantage fork middlegame short,https://lichess.org/xjxD8f9h#64,,1485120
aLp7G,6r1/1p3q1k/p3bb1p/5p2/3QpP2/1PN1N2P/PP1R2P1/7K w - - 12 37,d4d6 g8d8 d6d8 f6d8,1528,74,96,14389,advantage master masterVsMaster middlegame short,https://lichess.org/4vfcuCdZ#72,,1381344
YuR0f,4r3/p1p4k/6pP/1r3n2/3B4/2PK4/P6R/7R w - - 1 36,h2e2 e8e2 d3e2 f5g3 e2d3 g3h1,1512,74,96,22027,attraction crushing endgame fork long master,https://lichess.org/4dKBwSYu#70,,2114592
ufDbz,4k3/3r1pp1/3b3p/8/Q7/P3P3/1PP2qPP/2KR4 w - - 2 34,d1d6 f2e1 d6d1 e1d1,1369,75,95,18553,endgame mate mateIn2 short,https://lichess.org/3iSB8flE#66,,1762535
LBYkV,2r4r/5pk1/Q4pp1/4q3/8/1B4R1/PPP3PP/6RK w - - 1 31,a6d3 h8h2 h1h2 c8h8,1543,73,95,15049,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/2Wr4AmfK#60,,1429655
0BDZH,2r2r1k/p5pp/qpn5/3N4/P2P4/2P4P/2Q1RPP1/R5K1 w - - 3 32,a1e1 c6d4 c2d1 d4e2,1375,74,93,19647,advantage kingsideAttack middlegame short,https://lichess.org/U5uNTSRh#62,,1827171
kgRe6,7k/pRR3p1/5pbp/8/1P5P/5NB1/5PPK/1r1r4 w - - 5 30,h2h3 g6f5 h3h2 d1h1,1226,78,95,14248,mate mateIn2 middlegame short,https://lichess.org/6HqEPXRQ#58,,1353560
mxKsw,1rb4Q/p1Np4/3P4/1p4p1/6kq/5P2/PPP3P1/6K1 b - - 0 40,g4g3 h8e5 h4f4 e5e1,1475,74,96,21791,endgame mate mateIn2 short,https://lichess.org/wca5siOe/black#79,,2091936
WetYy,2kr1b1r/ppp2ppp/5n2/4p3/3q4/2N2B2/PPP2PPP/3RQRK1 b - - 1 12,d4f4 f3b7 c8b7 d1d8,1672,74,94,13408,crushing deflection middlegame queensideAttack short,https://lichess.org/VR3aHdmZ/black#23,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,1260352
inSJ1,8/8/4Pk2/ppp2Pp1/3b2P1/3b1B2/6Kp/2B5 b - - 1 50,a5a4 c1g5 f6g5 e6e7,1431,76,96,13709,advancedPawn advantage bishopEndgame endgame sacrifice short,https://lichess.org/r9173mNM/black#99,,1316064
Zd1aV,5knr/p2q1pp1/4p1Qp/4r2P/1P3NP1/2P2R2/P1n2PK1/1N6 b - - 7 26,f7g6 f4g6 f8e8 f3f8,1444,73,97,18668,doubleCheck fork mate mateIn2 middlegame short,https://lichess.org/v5EboETe/black#51,,1810796
dJAlc,8/p6Q/1p4P1/2b3kp/P6P/6P1/6K1/4q3 b - - 0 41,g5g4 h7d7 e1e6 d7e6,1436,78,95,17225,endgame mate mateIn2 short,https://lichess.org/B6NomrFK/black#81,,1636375
QpOvd,4r2k/3R3p/r1N5/p5R1/Pp2p1P1/2b1P2P/5P2/6K1 w - - 1 30,c6e7 c3f6 g5f5 f6e7,1610,84,87,139208,advantage endgame short,https://lichess.org/u8IbPjdY#58,,12111096
LWPKP,8/1k1r1P2/p5Kp/8/8/PP6/3p4/3Rr3 b - - 0 42,e1g1 d1g1 d2d1r g1d1 d7d1 f7f8q,1629,78,96,13628,advancedPawn crushing endgame hangingPiece long promotion rookEndgame,https://lichess.org/TPySgbvK/black#83,,1308288
Q5D4A,2k3rr/ppp1n3/2np1Q2/8/2B1P2p/6Pq/PP3P1B/3RR1K1 b - - 1 22,h4g3 c4e6 c8b8 e6h3,1391,74,96,13876,advantage fork middlegame short,https://lichess.org/HhSg13Wt/black#43,,1332096
2rqHB,r4rk1/2R2p2/1P5p/4p3/p7/4P3/6PP/5RK1 b - - 0 27,f8b8 b6b7 b8b7 c7b7,1655,78,96,19868,advancedPawn crushing endgame rookEndgame short,https://lichess.org/3hiezS3q/black#53,,1907328
NlP4b,rn1q1rk1/pb2bppp/1p1ppn2/4P3/2B5/2N1BN2/PPP2PPP/R2Q1RK1 b - - 0 10,b7f3 d1f3 b8d7 e5f6,1419,74,93,14253,advantage opening short,https://lichess.org/RlyIrJzV/black#19,Sicilian_Defense Sicilian_Defense_Scheveningen_Variation,1325529
g1LeK,rn4k1/ppp1qppp/8/8/6Q1/2rB1N2/P1P3PP/R3K2R w KQ - 2 15,g4e4 e7e4 d3e4 c3e3 e1f2 e3e4,1314,74,95,20574,advantage exposedKing fork long middlegame,https://lichess.org/MmLpqfG1#28,Philidor_Defense Philidor_Defense_Nimzowitsch_Variation,1954530
zK24T,2kr2r1/ppp1qp2/5p2/3Pn2p/Q1B3bB/P3P3/1P3PPP/R4RK1 w - - 1 17,c4a2 e5f3 g1h1 f3h4,1716,79,95,16242,advantage kingsideAttack middlegame short,https://lichess.org/5CA4AHbA#32,Indian_Defense Indian_Defense_Knights_Variation,1542990
HHq2j,4R3/1b4rk/pp1q2pb/2p5/3p1PRQ/P2P3P/1P5K/8 b - - 15 33,d6c6 h4h6 h7h6 g4h4,1950,77,94,13426,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/VBfIojLk/black#65,,1262044
zJKxq,r1b2r2/1ppq2k1/p2ppbpp/4n3/2P5/2N3Q1/PPBN1PPP/R4RK1 b - - 1 17,f6g5 f2f4 f8f4 f1f4 g5f4 g3f4,1861,74,94,12950,advantage fork long middlegame,https://lichess.org/ooNrRkoN/black#33,English_Opening English_Opening_Agincourt_Defense,1217300
SMEY4,8/5kpp/2K1b3/p4p2/R1p2P2/2R3P1/P2rP2P/8 w - - 6 31,c3e3 e6d7 c6b6 d7a4,1492,74,95,26395,advantage endgame short skewer,https://lichess.org/OesmumxC#60,,2507525
K0HEl,6k1/p4p2/QpB4p/1Pq3p1/2b4P/4P1P1/5P2/6K1 w - - 0 29,h4h5 c5c6 b5c6 c4a6,1491,76,96,17222,crushing endgame master short,https://lichess.org/SbloV3ar#56,,1653312
8rIlv,r1bq4/ppp2rbk/6Np/3Np3/2PnP3/P2B2P1/1P3P2/R2QK2R b KQ - 0 18,h7g6 d1h5 g6h7 h5f7,1416,74,95,22960,advantage deflection middlegame short skewer,https://lichess.org/QxZTWwjv/black#35,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,2181200
6ZgRE,r3rk2/ppp2p1p/1b3p2/8/4P1Q1/2B3P1/qPP4P/2KR1R2 w - - 2 24,c3f6 b6e3 d1d2 a2a1,1251,76,96,17922,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/Lp87Jv7a#46,,1720512
arxic,6rk/pp3pqp/3pn3/8/4pN2/2P1P3/PP2QPrP/3R1R1K w - - 4 24,f4h5 g2h2 h1h2 g7g2,1514,74,96,20786,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ggLSy3yf#46,,1995456
irxDi,r7/2p2pkp/2pr1qp1/8/P4P2/4P3/2Q2P1P/R1R4K w - - 3 22,c2c3 d6d1 h1g2 f6c3 c1c3 d1a1,1611,75,96,24533,capturingDefender crushing endgame long,https://lichess.org/HWKwtqSv#42,,2355168
RCLMB,2kr3r/ppp2ppp/2np4/4pb2/4q3/2P1PN1P/PP1KB1P1/RN1QR3 w - - 6 12,e2b5 e4d5 d2c1 d5b5,1359,76,95,24289,advantage fork middlegame short,https://lichess.org/DjN1Jx8w#22,Kings_Pawn_Game Kings_Pawn_Game_Macleod_Attack,2307455
EcfcT,r3k2r/q3bppp/2b1pn2/p1p5/Nn2PP2/1B3N2/1PP1Q1PP/R1B2RK1 w kq - 0 17,a4c3 c5c4 c1e3 e7c5 e2c4 c5e3,1346,74,96,12822,advantage clearance discoveredAttack long middlegame,https://lichess.org/zkeMU3uo#32,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,1230912
Kjsfj,5rk1/1p6/p2p2p1/3Pb1Bp/P1Q5/7P/4r1b1/6RK w - - 0 30,g1g2 f8f1 g2g1 e2h2,1381,75,95,14239,endgame mate mateIn2 short,https://lichess.org/ud4XrvSd#58,,1352705
jLcJK,3r2k1/p3R2R/1p1p1rp1/2pPb3/P1P5/1P1q1p2/7P/4QN1K b - - 0 34,d3e2 h7h8 g8h8 e1h4 h8g8 h4h7 g8f8 h7g7,1853,72,96,14635,attraction exposedKing kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/TyVLHlro/black#67,,1404960
pUDTm,3r1rk1/p1qR1pp1/1pp1p2p/8/4Nb2/P4P2/1PQ1BP1P/4K1R1 b - - 0 19,d8d7 e4f6 g8h8 c2h7,1174,78,96,15583,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/r0yJA2wq/black#37,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,1495968
1Wr5b,rn1qk1nr/ppp2ppp/8/8/2BP1pbb/2N2N2/PPP3P1/R1BQK2R w KQkq - 0 9,h1h4 g4f3 d1f3 d8h4,1258,75,95,22911,advantage capturingDefender intermezzo opening short,https://lichess.org/qY00hzSs#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense,2176545
Xl23Y,r5k1/2pq1pp1/1bn1b1n1/1p1pP1NQ/3P4/2P1B3/1P4PP/1N3RK1 b - - 5 19,a8a1 h5h7 g8f8 h7g6,1960,71,96,13304,crushing kingsideAttack middlegame pin short,https://lichess.org/liahzgZP/black#37,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,1277184
PJcAy,6k1/pp1r2p1/2p2R1p/1q5P/2n5/P5Q1/1PP5/1K4R1 w - - 1 33,g3c3 c4d2 b1c1 d2e4 c3f3 e4f6,1626,75,96,15639,advantage endgame fork long,https://lichess.org/pB9622pV#64,,1501344
KsnYo,2r3k1/pp2R1p1/4p1Np/3pb3/8/PP1Bq3/2QN2PP/7K b - - 0 27,c8c2 e7e8 g8f7 e8f8,1557,77,98,17419,mate mateIn2 middlegame short,https://lichess.org/gsES6Zay/black#53,,1707062
fUjM0,5r1k/1p2Q2p/3p3P/p7/2p5/2P2q2/1P3P2/1K2R3 b - - 0 31,f3f6 e7f6 f8f6 e1e8 f6f8 e8f8,1404,77,97,22473,clearance endgame long mate mateIn3,https://lichess.org/xemskUrJ/black#61,,2179881
HnQRv,2r2rk1/3R1ppp/p7/1p6/1P2q3/P7/1P3QPP/5RK1 b - - 1 24,c8c2 f2f7 f8f7 d7d8 e4e8 d8e8 f7f8 f1f8,1390,75,96,16669,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/klfEMnLk/black#47,,1600224
rVM6j,8/p6Q/5k2/8/2q4K/2P3P1/PP6/8 w - - 3 51,h4h5 c4e2 h5h4 e2h2 h4g4 h2h7,1701,76,96,15372,crushing endgame long queenEndgame skewer,https://lichess.org/rkfG6yxI#100,,1475712
4Ubf6,6rk/p1p2Qpp/1p6/8/5P2/7P/PPq3P1/4R2K b - - 0 24,c2b2 e1e8 b2c1 h1h2 c1f4 f7f4,1486,77,96,19820,crushing endgame long,https://lichess.org/nBQ7kaPW/black#47,,1902720
FIStC,r4rk1/3n1ppp/3p1n2/p7/3NP3/3PPP2/PqPQ3P/1R3RK1 b - - 2 16,b2a2 b1a1 a2b2 f1b1 b2b1 a1b1,1466,76,97,20981,advantage clearance long middlegame trappedPiece,https://lichess.org/6Gi4HQQ6/black#31,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,2035157
uIPlq,4r1k1/p1pr1pp1/7p/4Pq2/6R1/4Q2P/PPP3P1/4R2K w - - 1 25,e3h6 f5g4 h3g4 g7h6,1406,76,95,14625,crushing endgame short,https://lichess.org/dnzu8gDH#48,,1389375
FNPjA,3qkb1Q/1p2n3/3pppp1/8/b1PP4/3R4/3B1PPP/r2NK2R w K - 3 24,d2h6 d8a5 e1e2 a5h5,1907,77,94,13201,crushing middlegame short,https://lichess.org/wf4ljOfP#46,,1240894
dNQzk,r4rk1/pb3pbp/1p2pqp1/2p5/3n1B2/3P2P1/PPPN1QBP/2KR3R w - - 0 17,g2b7 d4e2 c1b1 f6b2,1578,77,94,13540,discoveredAttack mate mateIn2 middlegame queensideAttack short,https://lichess.org/SbCvPscb#32,Modern_Defense Modern_Defense_Other_variations,1272760
EDXa8,6k1/p4p1p/2p3p1/5b2/5b2/1BP3qP/PP2Q1P1/3r2BK w - - 0 30,e2d1 g3h3 g2h3 f5e4 d1f3 e4f3,2147,86,92,160485,doubleBishopMate endgame long mate mateIn3 sacrifice,https://lichess.org/RBsZVgFq#58,,14764620
uuyjq,5b2/4q2p/1Q4p1/p2B2k1/8/2P5/P5PP/6K1 w - - 3 36,h2h3 e7e1 g1h2 e1e5 g2g3 e5d5,1599,76,96,16688,crushing endgame fork long,https://lichess.org/F3v2SHGD#70,,1602048
